id,universidad,carrera,area_academica,modalidad,semestres,fecha_oferta,ciudad
1962,Tecnologica Del Valle,lic. en economia,humanidades,semi presencial,10,2024-09-07,Lachixio
1963,Univers. Autonoma,ingenieria electronica,derecho,semi presencial,6,2024-07-12,oaxaca capital
1964,Cecyte,lic. en psicologia,derecho,virtual,8,2024-02-16,Tlacolula
1965,Ujat,lic. en educacion,derecho,virtual,6,2024-08-24,Pochutla
1966,Tecnologica Del Valle,tec. en informatica,administracion,presencial,10,2024-03-23,Tlacolula
1967,Univers. Autonoma,lic. en filosofia,humanidades,virtual,6,2024-11-03,Lachixio
1968,Ujat,lic. en derecho,humanidades,virtual,8,2024-11-20,juarez
1969,Instituto Superior,lic en enfermeria,artes,virtual,10,2024-07-09,oaxaca capital
1970,Ujat,lic. en economia,tecnologia,presencial,8,2024-03-12,Huajuapan
1971,Univers. Autonoma,diseño grafico,administracion,semi presencial,8,2024-10-11,Tlacolula
1972,Instituto Tecnologico,lic. en psicologia,ingenieria,presencial,10,2024-12-31,oaxaca capital
1973,Tebacsso,administracion de empresas,artes,virtual,6,2024-08-16,Ixtlan
1974,Univers. Autonoma,administracion de empresas,salud,semi presencial,8,2024-07-29,Salina Cruz
1975,Uabjo,lic. en educacion,economia,presencial,10,2024-02-27,Ixtlan
1976,Centro De Estudios,tec en mecanica,administracion,semi presencial,8,2024-07-26,oaxaca capital
1977,Univers. Autonoma,tec en mecanica,economia,presencial,8,2024-10-11,Pochutla
1978,Ujat,ingenieria civil,ciencias sociales,presencial,10,2024-08-18,Etla
1979,Conalep,lic. en filosofia,derecho,virtual,8,2024-11-08,oaxaca capital
1980,Instituto Tecnologico,lic. en psicologia,ciencias sociales,virtual,10,2024-11-04,Lachixio
1981,Centro De Estudios,tec en mecanica,ciencias sociales,virtual,8,2024-12-27,Pochutla
1982,Colegio De Bachilleres,lic. en educacion,salud,virtual,6,2024-07-15,Ixtlan
1983,Instituto Tecnologico,lic. en educacion,artes,semi presencial,6,2024-02-07,Lachixio
1984,Cecyte,administracion de empresas,salud,presencial,10,2024-09-26,Pochutla
1985,Univers. Autonoma,lic. en economia,educacion,semi presencial,8,2024-04-04,Xoxocotlan
1986,Centro De Estudios,contabilidad,derecho,semi presencial,10,2024-03-18,oaxaca capital
1987,Ujat,lic. en educacion,educacion,semi presencial,6,2024-06-17,Pochutla
1988,Centro De Estudios,contabilidad,ingenieria,virtual,8,2024-02-24,Etla
1989,Colegio De Bachilleres,administracion de empresas,salud,presencial,10,2024-03-27,Salina Cruz
1990,Tecnologica Del Valle,administracion de empresas,artes,presencial,6,2024-11-27,Ixtlan
1991,Escuela Normal,contabilidad,tecnologia,virtual,8,2024-04-23,Xoxocotlan
1992,Instituto Tecnologico,lic. en psicologia,tecnologia,virtual,10,2024-01-19,Pochutla
1993,Tebacsso,contabilidad,artes,semi presencial,10,2024-01-11,oaxaca capital
1994,Colegio De Bachilleres,lic. en educacion,ciencias sociales,virtual,8,2024-02-19,Xoxocotlan
1995,Uabjo,lic. en psicologia,ciencias sociales,virtual,10,2024-11-22,Xoxocotlan
1996,Colegio De Bachilleres,lic. en educacion,derecho,virtual,8,2024-12-29,juarez
1997,Instituto Superior,lic. en filosofia,artes,presencial,8,2024-08-02,Huajuapan
1998,Ujat,lic. en turismo,tecnologia,semi presencial,10,2024-02-11,Etla
1999,Escuela Normal,lic. en comunicacion,derecho,presencial,8,2024-03-04,Ixtlan
2000,Uabjo,administracion de empresas,ingenieria,semi presencial,10,2024-12-13,Xoxocotlan
2001,Cecyte,lic en enfermeria,economia,virtual,8,2024-07-12,Salina Cruz
2002,Uabjo,lic. en educacion,humanidades,presencial,10,2024-03-31,Ixtlan
2003,Conalep,tec. en electronica,derecho,virtual,8,2024-01-16,Huajuapan
2004,Cecyte,lic. en comunicacion,administracion,presencial,6,2024-09-01,Huajuapan
2005,Conalep,tec. en informatica,derecho,presencial,8,2024-07-05,oaxaca capital
2006,Univers. Autonoma,administracion de empresas,administracion,presencial,10,2024-07-01,Huajuapan
2007,Conalep,tec. en electronica,tecnologia,semi presencial,6,2024-07-03,Tlacolula
2008,Ujat,lic. en educacion,tecnologia,semi presencial,6,2024-05-05,Xoxocotlan
2009,Univers. Autonoma,ingenieria en sistemas computacionales,educacion,virtual,6,2024-07-01,Huajuapan
2010,Univers. Autonoma,lic. en turismo,artes,presencial,10,2024-06-22,oaxaca capital
2011,Tebacsso,tec. en informatica,artes,virtual,10,2024-06-30,juarez
2012,Conalep,lic. en turismo,administracion,virtual,8,2024-12-27,Xoxocotlan
2013,Univers. Autonoma,lic en enfermeria,derecho,presencial,8,2024-06-06,Huajuapan
2014,Conalep,lic. en educacion,ingenieria,semi presencial,6,2024-05-10,Tlacolula
2015,Instituto Superior,ingenieria en sistemas computacionales,derecho,semi presencial,8,2024-01-09,juarez
2016,Cecyte,lic. en psicologia,salud,semi presencial,6,2024-05-28,Etla
2017,Tecnologica Del Valle,ingenieria en sistemas computacionales,artes,semi presencial,10,2024-06-15,Ixtlan
2018,Univers. Autonoma,tec. en electronica,salud,semi presencial,8,2024-01-21,Tlacolula
2019,Instituto Superior,ingenieria en sistemas computacionales,educacion,semi presencial,6,2024-08-17,oaxaca capital
2020,Colegio De Bachilleres,ingenieria civil,tecnologia,presencial,6,2024-08-03,Xoxocotlan
2021,Centro De Estudios,contabilidad,derecho,virtual,10,2024-11-18,Lachixio
2022,Ujat,tec. en informatica,economia,virtual,6,2024-06-04,Xoxocotlan
2023,Conalep,lic. en turismo,tecnologia,presencial,6,2024-01-20,Salina Cruz
2024,Uabjo,lic. en educacion,ciencias sociales,virtual,8,2024-02-02,Xoxocotlan
2025,Instituto Superior,lic. en turismo,ingenieria,presencial,8,2024-05-21,Ixtlan
2026,Centro De Estudios,contabilidad,ingenieria,virtual,6,2024-11-06,Tlacolula
2027,Centro De Estudios,lic. en psicologia,economia,presencial,8,2024-03-07,Huajuapan
2028,Ujat,lic. en economia,humanidades,virtual,6,2024-09-23,oaxaca capital
2029,Ies Oaxaca,lic. en biologia,artes,semi presencial,8,2024-11-04,Xoxocotlan
2030,Instituto Tecnologico,lic. en educacion,humanidades,presencial,10,2024-01-24,oaxaca capital
2031,Ujat,administracion de empresas,artes,virtual,6,2024-05-17,Tlacolula
2032,Ies Oaxaca,lic. en educacion,derecho,virtual,10,2024-07-08,Pochutla
2033,Colegio De Bachilleres,ingenieria civil,derecho,semi presencial,10,2024-07-06,Xoxocotlan
2034,Escuela Normal,ingenieria electronica,educacion,presencial,10,2024-10-02,Etla
2035,Instituto Superior,ingenieria electronica,educacion,presencial,10,2024-02-11,Pochutla
2036,Tebacsso,lic. en derecho,humanidades,virtual,6,2024-04-26,Tlacolula
2037,Centro De Estudios,ingenieria civil,ciencias sociales,presencial,6,2024-02-18,Xoxocotlan
2038,Centro De Estudios,diseño grafico,administracion,semi presencial,8,2024-03-19,oaxaca capital
2039,Tebacsso,ingenieria civil,tecnologia,semi presencial,8,2024-07-08,Tlacolula
2040,Instituto Superior,tec. en electronica,tecnologia,semi presencial,10,2024-05-29,Pochutla
2041,Instituto Superior,lic. en educacion,economia,semi presencial,6,2024-05-02,Pochutla
2042,Centro De Estudios,lic. en derecho,educacion,semi presencial,10,2024-10-04,Xoxocotlan
2043,Tebacsso,administracion de empresas,humanidades,presencial,8,2024-01-06,Lachixio
2044,Ies Oaxaca,tec. en electronica,tecnologia,semi presencial,6,2024-09-29,oaxaca capital
2045,Tebacsso,lic. en derecho,ciencias sociales,semi presencial,10,2024-01-04,Salina Cruz
2046,Tecnologica Del Valle,lic. en filosofia,derecho,virtual,8,2024-12-17,Pochutla
2047,Tecnologica Del Valle,lic. en economia,derecho,semi presencial,6,2024-04-20,Tlacolula
2048,Ies Oaxaca,contabilidad,administracion,virtual,10,2024-02-02,Salina Cruz
2049,Escuela Normal,administracion de empresas,ciencias sociales,virtual,6,2024-08-31,oaxaca capital
2050,Tecnologica Del Valle,contabilidad,ciencias sociales,presencial,8,2024-02-20,Huajuapan
2051,Conalep,lic en enfermeria,ciencias sociales,presencial,8,2024-04-14,juarez
2052,Escuela Normal,lic. en educacion,tecnologia,virtual,10,2024-05-23,Pochutla
2053,Ujat,lic. en biologia,ingenieria,virtual,8,2024-01-01,Ixtlan
2054,Ies Oaxaca,ingenieria civil,humanidades,presencial,6,2024-10-26,Ixtlan
2055,Tebacsso,diseño grafico,economia,virtual,6,2024-06-06,Tlacolula
2056,Colegio De Bachilleres,diseño grafico,tecnologia,virtual,10,2024-05-29,Huajuapan
2057,Conalep,lic. en derecho,educacion,virtual,6,2024-08-21,oaxaca capital
2058,Escuela Normal,tec en mecanica,educacion,semi presencial,6,2024-09-04,Pochutla
2059,Univers. Autonoma,tec. en electronica,ciencias sociales,virtual,8,2024-01-12,Huajuapan
2060,Instituto Superior,lic. en psicologia,humanidades,virtual,8,2024-12-20,oaxaca capital
2061,Ies Oaxaca,ingenieria electronica,ciencias sociales,virtual,6,2024-11-24,Pochutla
2062,Uabjo,tec. en informatica,ingenieria,semi presencial,8,2024-09-10,Xoxocotlan
2063,Ujat,lic. en derecho,tecnologia,virtual,10,2024-12-18,Tlacolula
2064,Instituto Tecnologico,lic. en filosofia,humanidades,semi presencial,10,2024-11-14,Ixtlan
2065,Instituto Superior,contabilidad,artes,virtual,10,2024-05-31,Ixtlan
2066,Cecyte,lic. en psicologia,derecho,presencial,10,2024-08-30,Xoxocotlan
2067,Conalep,ingenieria civil,tecnologia,virtual,6,2024-04-23,Tlacolula
2068,Colegio De Bachilleres,lic. en filosofia,tecnologia,virtual,8,2024-04-21,juarez
2069,Cecyte,tec. en electronica,ingenieria,presencial,10,2024-10-28,Lachixio
2070,Cecyte,lic. en educacion,artes,virtual,6,2024-01-04,juarez
2071,Escuela Normal,lic. en turismo,ingenieria,presencial,8,2024-07-19,Ixtlan
2072,Uabjo,lic. en educacion,economia,semi presencial,8,2024-07-22,Ixtlan
2073,Instituto Tecnologico,lic. en comunicacion,administracion,virtual,6,2024-07-30,Lachixio
2074,Tebacsso,lic. en psicologia,humanidades,virtual,10,2024-02-01,Etla
2075,Escuela Normal,lic. en educacion,salud,presencial,10,2024-04-10,Pochutla
2076,Univers. Autonoma,administracion de empresas,administracion,virtual,8,2024-12-10,Ixtlan
2077,Instituto Tecnologico,lic. en filosofia,administracion,semi presencial,8,2024-10-05,Tlacolula
2078,Univers. Autonoma,lic. en derecho,artes,virtual,10,2024-03-10,Xoxocotlan
2079,Escuela Normal,lic. en turismo,ciencias sociales,presencial,10,2024-02-08,Etla
2080,Uabjo,lic. en comunicacion,humanidades,virtual,10,2024-05-07,Salina Cruz
2081,Instituto Tecnologico,contabilidad,humanidades,semi presencial,6,2024-06-16,Ixtlan
2082,Tebacsso,tec. en electronica,economia,semi presencial,8,2024-06-04,Pochutla
2083,Tecnologica Del Valle,lic en enfermeria,tecnologia,virtual,10,2024-03-02,Tlacolula
2084,Cecyte,tec en mecanica,humanidades,semi presencial,10,2024-12-08,Ixtlan
2085,Tecnologica Del Valle,ingenieria en sistemas computacionales,economia,presencial,8,2024-11-29,Xoxocotlan
2086,Uabjo,ingenieria en sistemas computacionales,educacion,semi presencial,10,2024-06-25,Pochutla
2087,Tebacsso,ingenieria electronica,artes,semi presencial,10,2024-12-11,Ixtlan
2088,Ies Oaxaca,diseño grafico,administracion,virtual,10,2024-03-03,Huajuapan
2089,Ujat,ingenieria electronica,derecho,virtual,10,2024-09-24,juarez
2090,Instituto Superior,lic. en derecho,salud,semi presencial,10,2024-10-19,Tlacolula
2091,Tecnologica Del Valle,lic. en derecho,salud,semi presencial,10,2024-11-14,oaxaca capital
2092,Ujat,lic. en biologia,ingenieria,virtual,10,2024-01-15,oaxaca capital
2093,Univers. Autonoma,lic. en comunicacion,salud,semi presencial,6,2024-06-12,Tlacolula
2094,Instituto Superior,lic. en economia,humanidades,semi presencial,8,2024-02-09,oaxaca capital
2095,Centro De Estudios,lic. en derecho,tecnologia,presencial,10,2024-09-28,Etla
2096,Ujat,lic. en economia,derecho,virtual,10,2024-12-22,Pochutla
2097,Conalep,lic. en filosofia,tecnologia,presencial,8,2024-08-16,Etla
2098,Ies Oaxaca,lic. en comunicacion,derecho,semi presencial,6,2024-10-22,Etla
2099,Instituto Superior,lic. en economia,derecho,virtual,6,2024-03-06,Ixtlan
2100,Cecyte,lic. en economia,artes,virtual,10,2024-01-22,Tlacolula
2101,Escuela Normal,ingenieria en sistemas computacionales,derecho,virtual,6,2024-11-22,Ixtlan
2102,Tebacsso,ingenieria en sistemas computacionales,ciencias sociales,virtual,10,2024-02-26,Xoxocotlan
2103,Centro De Estudios,ingenieria civil,ciencias sociales,presencial,6,2024-03-17,Lachixio
2104,Uabjo,tec en mecanica,artes,semi presencial,8,2024-05-08,Salina Cruz
2105,Centro De Estudios,administracion de empresas,educacion,presencial,10,2024-06-17,juarez
2106,Conalep,administracion de empresas,economia,virtual,8,2024-03-02,Lachixio
2107,Uabjo,lic. en comunicacion,derecho,virtual,6,2024-10-31,Huajuapan
2108,Tecnologica Del Valle,lic. en educacion,ingenieria,presencial,10,2024-09-29,Xoxocotlan
2109,Ies Oaxaca,lic en enfermeria,tecnologia,presencial,6,2024-08-02,Salina Cruz
2110,Instituto Superior,lic. en educacion,tecnologia,semi presencial,6,2024-06-09,juarez
2111,Uabjo,lic. en comunicacion,ciencias sociales,semi presencial,8,2024-07-21,Ixtlan
2112,Tecnologica Del Valle,ingenieria electronica,tecnologia,virtual,6,2024-07-12,Etla
2113,Escuela Normal,lic en enfermeria,humanidades,presencial,10,2024-02-25,Etla
2114,Instituto Superior,lic. en derecho,educacion,presencial,8,2024-05-17,Ixtlan
2115,Ies Oaxaca,ingenieria electronica,ciencias sociales,virtual,6,2024-03-11,Xoxocotlan
2116,Tecnologica Del Valle,tec en mecanica,derecho,semi presencial,10,2024-12-03,Huajuapan
2117,Instituto Tecnologico,ingenieria civil,humanidades,virtual,10,2024-03-13,Salina Cruz
2118,Escuela Normal,contabilidad,administracion,semi presencial,10,2024-01-11,Etla
2119,Conalep,lic. en psicologia,artes,presencial,8,2024-08-16,juarez
2120,Instituto Tecnologico,lic. en psicologia,ciencias sociales,virtual,10,2024-03-11,Ixtlan
2121,Univers. Autonoma,tec en mecanica,ciencias sociales,semi presencial,10,2024-05-01,Huajuapan
2122,Uabjo,ingenieria civil,artes,presencial,10,2024-04-25,juarez
2123,Instituto Tecnologico,contabilidad,artes,semi presencial,10,2024-02-26,Huajuapan
2124,Instituto Tecnologico,administracion de empresas,economia,virtual,8,2024-04-05,Ixtlan
2125,Instituto Tecnologico,lic en enfermeria,ciencias sociales,virtual,8,2024-09-11,Lachixio
2126,Colegio De Bachilleres,lic. en educacion,ingenieria,virtual,6,2024-09-28,Ixtlan
2127,Tebacsso,lic. en comunicacion,administracion,semi presencial,8,2024-10-24,Salina Cruz
2128,Colegio De Bachilleres,lic. en derecho,educacion,virtual,6,2024-10-26,Lachixio
2129,Conalep,lic. en derecho,economia,semi presencial,8,2024-07-27,Tlacolula
2130,Centro De Estudios,lic. en filosofia,salud,virtual,10,2024-01-14,Pochutla
2131,Univers. Autonoma,ingenieria electronica,educacion,virtual,6,2024-01-22,Xoxocotlan
2132,Univers. Autonoma,lic. en derecho,administracion,semi presencial,8,2024-02-07,Ixtlan
2133,Tecnologica Del Valle,lic. en derecho,ciencias sociales,presencial,8,2024-12-28,Pochutla
2134,Centro De Estudios,lic. en psicologia,derecho,virtual,6,2024-03-28,Salina Cruz
2135,Tebacsso,lic. en economia,educacion,semi presencial,6,2024-02-15,Etla
2136,Univers. Autonoma,ingenieria en sistemas computacionales,educacion,virtual,8,2024-04-30,Xoxocotlan
2137,Tecnologica Del Valle,lic. en turismo,ciencias sociales,presencial,8,2024-10-14,Salina Cruz
2138,Conalep,tec. en informatica,ciencias sociales,semi presencial,6,2024-12-05,Lachixio
2139,Instituto Superior,ingenieria en sistemas computacionales,educacion,presencial,6,2024-10-24,Tlacolula
2140,Escuela Normal,diseño grafico,humanidades,semi presencial,6,2024-05-09,Ixtlan
2141,Ujat,diseño grafico,artes,semi presencial,10,2024-08-14,oaxaca capital
2142,Escuela Normal,contabilidad,derecho,semi presencial,8,2024-09-20,Salina Cruz
2143,Escuela Normal,lic. en educacion,educacion,virtual,8,2024-09-13,Salina Cruz
2144,Centro De Estudios,lic. en filosofia,artes,presencial,10,2024-08-30,juarez
2145,Tecnologica Del Valle,lic. en economia,administracion,virtual,8,2024-08-21,Pochutla
2146,Centro De Estudios,lic en enfermeria,economia,presencial,6,2024-05-05,Etla
2147,Instituto Superior,lic. en filosofia,derecho,virtual,10,2024-12-08,Tlacolula
2148,Instituto Tecnologico,administracion de empresas,ciencias sociales,virtual,6,2024-02-14,Xoxocotlan
2149,Instituto Tecnologico,lic. en derecho,economia,virtual,6,2024-02-09,Tlacolula
2150,Tecnologica Del Valle,diseño grafico,tecnologia,virtual,8,2024-04-05,Salina Cruz
2151,Instituto Superior,administracion de empresas,salud,semi presencial,10,2024-01-28,Ixtlan
2152,Escuela Normal,tec. en informatica,derecho,virtual,8,2024-12-01,Etla
2153,Escuela Normal,lic en enfermeria,administracion,presencial,6,2024-05-05,oaxaca capital
2154,Conalep,tec en mecanica,administracion,virtual,6,2024-12-26,Etla
2155,Ujat,lic. en turismo,educacion,virtual,8,2024-02-04,juarez
2156,Escuela Normal,lic. en psicologia,salud,virtual,6,2024-04-25,Lachixio
2157,Escuela Normal,lic. en psicologia,economia,semi presencial,8,2024-03-03,Ixtlan
2158,Instituto Superior,lic. en educacion,educacion,virtual,8,2024-07-03,Salina Cruz
2159,Tebacsso,administracion de empresas,administracion,presencial,6,2024-01-01,Pochutla
2160,Cecyte,lic. en turismo,humanidades,presencial,8,2024-11-17,Pochutla
2161,Ujat,diseño grafico,ciencias sociales,virtual,10,2024-05-22,Lachixio
2162,Centro De Estudios,lic. en psicologia,ciencias sociales,virtual,8,2024-03-28,Pochutla
2163,Instituto Tecnologico,lic. en comunicacion,ciencias sociales,presencial,10,2024-03-28,Ixtlan
2164,Centro De Estudios,lic. en filosofia,derecho,semi presencial,8,2024-10-12,Ixtlan
2165,Instituto Tecnologico,lic. en derecho,derecho,virtual,8,2024-12-26,Ixtlan
2166,Cecyte,ingenieria electronica,tecnologia,virtual,10,2024-11-20,Tlacolula
2167,Colegio De Bachilleres,tec en mecanica,artes,presencial,6,2024-02-16,Pochutla
2168,Colegio De Bachilleres,lic. en psicologia,educacion,presencial,8,2024-02-20,Tlacolula
2169,Conalep,ingenieria en sistemas computacionales,educacion,semi presencial,6,2024-12-12,juarez
2170,Instituto Superior,lic. en educacion,humanidades,virtual,8,2024-08-04,Ixtlan
2171,Centro De Estudios,lic. en biologia,tecnologia,virtual,10,2024-07-02,oaxaca capital
2172,Instituto Superior,tec en mecanica,economia,semi presencial,8,2024-09-10,Ixtlan
2173,Tecnologica Del Valle,ingenieria electronica,administracion,virtual,10,2024-04-24,Salina Cruz
2174,Colegio De Bachilleres,lic en enfermeria,educacion,presencial,6,2024-09-30,Pochutla
2175,Instituto Superior,tec. en informatica,ciencias sociales,presencial,10,2024-04-12,Salina Cruz
2176,Conalep,ingenieria civil,artes,presencial,8,2024-08-18,Tlacolula
2177,Univers. Autonoma,lic. en psicologia,salud,virtual,8,2024-02-11,Lachixio
2178,Cecyte,ingenieria en sistemas computacionales,humanidades,semi presencial,10,2024-07-15,Ixtlan
2179,Tebacsso,ingenieria en sistemas computacionales,derecho,semi presencial,6,2024-02-15,Ixtlan
2180,Instituto Tecnologico,lic. en educacion,economia,virtual,10,2024-12-03,Huajuapan
2181,Tecnologica Del Valle,lic en enfermeria,educacion,semi presencial,8,2024-10-28,Salina Cruz
2182,Instituto Superior,lic. en psicologia,humanidades,semi presencial,8,2024-06-09,Tlacolula
2183,Instituto Tecnologico,lic. en educacion,ciencias sociales,semi presencial,8,2024-06-07,Huajuapan
2184,Ujat,lic. en comunicacion,humanidades,virtual,6,2024-02-28,Salina Cruz
2185,Instituto Superior,tec. en electronica,derecho,semi presencial,8,2024-03-16,Ixtlan
2186,Conalep,contabilidad,derecho,virtual,8,2024-12-17,Huajuapan
2187,Instituto Superior,lic en enfermeria,humanidades,virtual,10,2024-01-04,Tlacolula
