id,profesion,tasa_ocupacion,nivel_educativo,fecha_registro,municipio
2654,plomero,65.3,licenciatura completa,2024-10-27,juarez
2655,abogado,55.1,especialidad,2024-10-12,Santa Catarina
2656,dentista,93.3,primaria,2024-07-17,San Pablo Etla
2657,profesor,57.7,licenciatura completa,2024-12-04,Crucecita
2658,conductor,90.8,primaria,2024-03-03,Tlacolula
2659,cocinero,71.4,tecnico,2024-11-15,Santiago
2660,ejecutivo de ventas,93.5,maestria,2024-08-22,Puerto Escondido
2661,analista,75.9,secundaria,2024-04-03,Salina Cruz
2662,mecanico,88.2,especialidad,2024-08-02,Macuiltianguis
2663,guardia de seguridad,69.0,licenciatura completa,2024-04-16,Macuiltianguis
2664,soldador,68.8,lic.incompleta,2024-04-28,Lachixio
2665,ejecutivo de ventas,57.4,maestria,2024-07-31,Tututepec
2666,electricista,80.7,primaria,2024-06-21,Tlacolula
2667,asistente administrativo,71.1,doctorado,2024-01-30,San Juan
2668,economista,41.1,tecnico,2024-07-25,Etla
2669,técnico en telecomunicaciones,49.8,tecnico,2024-02-20,Crucecita
2670,pintor,67.9,doctorado,2024-12-25,Lachixio
2671,técnico de mantenimiento,91.5,lic.incompleta,2024-04-06,Santiago
2672,dentista,43.6,doctorado,2024-07-25,Puerto Escondido
2673,técnico de mantenimiento,79.5,prof.univ.,2024-05-20,San Juan
2674,técnico en electrónica,70.4,especialidad,2024-04-08,Crucecita
2675,profesor,86.4,prof.univ.,2024-12-10,Tlacolula
2676,carpintero,49.2,tecnico,2024-10-29,Lachixio
2677,contador,72.9,prof.univ.,2024-11-01,juarez
2678,abogado,40.1,primaria,2024-01-29,Lachixio
2679,técnico en electrónica,91.2,bachillerato,2024-03-10,juarez
2680,auditor,64.7,licenciatura completa,2024-11-30,Pochutla
2681,pintor,48.3,bachillerato,2024-10-01,oaxaca capital
2682,profesor,90.9,doctorado,2024-08-22,Ocotlan
2683,técnico en electrónica,93.0,prof.univ.,2024-10-03,Huatulco
2684,cocinero,52.6,lic.incompleta,2024-11-05,Ixtlan
2685,soldador,73.0,primaria,2024-10-14,Pochutla
2686,camarero,40.3,doctorado,2024-04-18,Pochutla
2687,dentista,52.8,doctorado,2024-07-26,Salina Cruz
2688,ingeniero de sistemas,90.9,licenciatura completa,2024-05-09,juarez
2689,guardia de seguridad,86.5,secundaria,2024-04-16,Puerto Escondido
2690,diseñador grafico,50.2,tecnico,2024-07-10,Tututepec
2691,técnico de mantenimiento,50.9,lic.incompleta,2024-01-29,Huajuapan
2692,vendedor,68.0,especialidad,2024-03-13,Santa Catarina
2693,jardinero,63.9,tecnico,2024-07-06,Macuiltianguis
2694,dentista,70.9,secundaria,2024-02-03,Macuiltianguis
2695,consultor,57.0,licenciatura completa,2024-04-09,Ocotlan
2696,investigador,69.5,maestria,2024-08-05,Xoxocotlan
2697,profesor,85.3,bachillerato,2024-07-24,Santa Catarina
2698,carpintero,75.0,secundaria,2024-11-01,San Pablo Etla
2699,plomero,92.4,tecnico,2024-10-11,Tututepec
2700,vendedor,42.0,maestria,2024-03-22,Tututepec
2701,abogado,66.3,lic.incompleta,2024-02-05,Huajuapan
2702,gerente,40.8,especialidad,2024-02-26,oaxaca capital
2703,analista,72.7,licenciatura completa,2024-12-31,Etla
2704,arquitecto,55.7,licenciatura completa,2024-11-15,Pochutla
2705,ejecutivo de ventas,66.2,maestria,2024-06-30,oaxaca capital
2706,ingeniero de sistemas,93.9,licenciatura completa,2024-01-31,Salina Cruz
2707,capacitador,77.8,bachillerato,2024-12-15,Huajuapan
2708,ejecutivo de ventas,52.3,primaria,2024-06-19,San Juan
2709,tec. en electricidad,65.8,especialidad,2024-07-11,juarez
2710,técnico en telecomunicaciones,61.5,prof.univ.,2024-12-30,Ocotlan
2711,contador,61.1,prof.univ.,2024-12-06,San Pablo Etla
2712,plomero,48.8,secundaria,2024-10-21,Macuiltianguis
2713,programador,43.4,maestria,2024-06-16,Ixtlan
2714,chef,47.6,bachillerato,2024-02-04,Ocotlan
2715,ejecutivo de ventas,42.5,doctorado,2024-05-11,San Juan
2716,pintor,91.9,primaria,2024-12-17,Lachixio
2717,representante comercial,48.3,lic.incompleta,2024-05-28,oaxaca capital
2718,diseñador grafico,92.8,doctorado,2024-07-20,Salina Cruz
2719,soldador,90.9,tecnico,2024-09-19,Lachixio
2720,enfermero,54.3,prof.univ.,2024-11-14,Santa Catarina
2721,supervisor,67.9,doctorado,2024-02-26,Salina Cruz
2722,ejecutivo de ventas,92.8,lic.incompleta,2024-04-03,Puerto Escondido
2723,pintor,74.9,doctorado,2024-09-11,Ixtlan
2724,conductor,53.8,especialidad,2024-08-05,San Pablo Etla
2725,supervisor,90.4,maestria,2024-03-18,Santiago
2726,auditor,85.5,maestria,2024-10-12,Macuiltianguis
2727,contador,52.1,maestria,2024-03-18,San Juan
2728,representante comercial,86.0,tecnico,2024-05-13,Ixtlan
2729,abogado,58.6,prof.univ.,2024-02-03,Ocotlan
2730,auditor,66.8,tecnico,2024-12-30,Macuiltianguis
2731,ingeniero de sistemas,85.9,maestria,2024-11-13,Salina Cruz
2732,transportista,78.7,licenciatura completa,2024-09-22,Salina Cruz
2733,auditor,41.4,prof.univ.,2024-04-09,Etla
2734,asistente administrativo,93.5,bachillerato,2024-02-26,juarez
2735,académico,90.3,tecnico,2024-10-30,Huajuapan
2736,ejecutivo de ventas,42.5,lic.incompleta,2024-03-16,Tlacolula
2737,conductor,61.0,maestria,2024-06-08,Pochutla
2738,arquitecto,84.8,tecnico,2024-03-25,Tututepec
2739,auditor,73.7,tecnico,2024-06-20,San Pablo Etla
2740,cocinero,61.5,bachillerato,2024-12-24,Tlacolula
2741,supervisor,87.6,licenciatura completa,2024-07-05,Tlacolula
2742,programador,75.9,secundaria,2024-08-19,Xoxocotlan
2743,técnico en telecomunicaciones,57.0,primaria,2024-09-18,Macuiltianguis
2744,programador,82.9,especialidad,2024-03-29,Etla
2745,soldador,41.7,tecnico,2024-07-13,Tlacolula
2746,gerente,54.3,prof.univ.,2024-05-10,Huajuapan
2747,gerente,87.4,lic.incompleta,2024-05-16,Santa Catarina
2748,tec. en electricidad,69.7,doctorado,2024-08-15,Huajuapan
2749,consultor,53.4,primaria,2024-07-06,Huatulco
2750,representante comercial,44.4,licenciatura completa,2024-02-13,Lachixio
2751,tec. en electricidad,45.1,tecnico,2024-06-28,Macuiltianguis
2752,investigador,88.5,bachillerato,2024-07-30,Ocotlan
2753,diseñador grafico,64.8,lic.incompleta,2024-11-22,Tututepec
2754,transportista,41.1,bachillerato,2024-02-03,oaxaca capital
2755,profesor,64.8,maestria,2024-12-31,Huajuapan
2756,académico,72.2,secundaria,2024-09-27,Tututepec
2757,técnico en telecomunicaciones,55.3,lic.incompleta,2024-05-13,Ixtlan
2758,mecanico,63.5,prof.univ.,2024-12-03,oaxaca capital
2759,consultor,53.5,especialidad,2024-10-21,Puerto Escondido
2760,plomero,93.1,secundaria,2024-05-22,oaxaca capital
2761,profesor,92.3,secundaria,2024-12-03,Santiago
2762,conductor,85.1,maestria,2024-12-18,Lachixio
2763,gerente,54.9,secundaria,2024-02-07,Salina Cruz
2764,auditor,87.6,primaria,2024-12-19,Ixtlan
2765,contador,56.5,especialidad,2024-05-24,Santa Catarina
2766,analista,67.8,tecnico,2024-10-01,Macuiltianguis
2767,representante comercial,63.6,lic.incompleta,2024-12-14,Salina Cruz
2768,supervisor,52.0,licenciatura completa,2024-08-21,Salina Cruz
2769,chef,65.1,maestria,2024-07-13,Crucecita
2770,programador,64.0,lic.incompleta,2024-03-22,Salina Cruz
2771,representante comercial,57.8,tecnico,2024-12-14,oaxaca capital
2772,contador,82.7,licenciatura completa,2024-01-12,Puerto Escondido
2773,transportista,83.6,secundaria,2024-04-13,Santa Catarina
2774,jardinero,62.1,lic.incompleta,2024-03-01,San Juan
2775,tec. en electricidad,47.1,prof.univ.,2024-09-01,Pochutla
2776,transportista,67.7,prof.univ.,2024-01-23,Santa Catarina
2777,cocinero,58.7,secundaria,2024-12-09,Huatulco
2778,tec. en electricidad,63.5,lic.incompleta,2024-01-01,Ocotlan
2779,profesor,51.9,tecnico,2024-07-24,Huajuapan
2780,ingeniero de sistemas,84.6,maestria,2024-01-16,Etla
2781,técnico en electrónica,60.4,especialidad,2024-09-30,Tututepec
2782,maestro de obra,49.9,secundaria,2024-02-04,Santa Catarina
2783,gerente,58.5,tecnico,2024-04-27,oaxaca capital
2784,gerente,62.7,prof.univ.,2024-03-21,San Pablo Etla
2785,enfermero,75.7,secundaria,2024-05-24,juarez
2786,representante comercial,62.7,primaria,2024-06-20,Crucecita
2787,carpintero,71.1,primaria,2024-02-11,Santa Catarina
2788,técnico de mantenimiento,58.4,lic.incompleta,2024-11-23,oaxaca capital
2789,psicólogo,44.9,maestria,2024-08-04,Ocotlan
2790,asistente administrativo,53.2,tecnico,2024-09-10,Etla
2791,técnico en electrónica,50.2,primaria,2024-07-24,juarez
2792,soldador,60.4,maestria,2024-12-09,Santiago
2793,enfermero,76.1,tecnico,2024-02-04,Crucecita
2794,contador,62.6,tecnico,2024-01-24,Ocotlan
2795,pintor,48.0,doctorado,2024-02-23,juarez
2796,guardia de seguridad,94.2,maestria,2024-02-05,Huajuapan
2797,cocinero,49.1,especialidad,2024-10-05,Huatulco
2798,técnico de mantenimiento,55.7,lic.incompleta,2024-05-15,Santiago
2799,técnico en telecomunicaciones,62.9,maestria,2024-05-14,San Juan
2800,plomero,68.7,bachillerato,2024-11-29,San Juan
2801,carpintero,72.6,primaria,2024-06-10,Huajuapan
2802,plomero,46.1,especialidad,2024-01-06,juarez
2803,chef,83.1,primaria,2024-02-25,Xoxocotlan
2804,psicólogo,92.8,especialidad,2024-07-06,Salina Cruz
2805,técnico en telecomunicaciones,54.2,doctorado,2024-07-23,Salina Cruz
2806,chef,44.4,prof.univ.,2024-11-17,Tututepec
2807,psicólogo,74.8,especialidad,2024-12-02,Lachixio
2808,supervisor,58.1,lic.incompleta,2024-07-24,Huajuapan
2809,mecanico,93.7,bachillerato,2024-02-17,Pochutla
2810,chef,83.0,bachillerato,2024-07-22,Huajuapan
2811,docente,56.5,licenciatura completa,2024-07-01,Etla
2812,contador,68.0,bachillerato,2024-05-18,Ocotlan
2813,profesor,72.8,secundaria,2024-01-02,Tlacolula
2814,auditor,73.9,bachillerato,2024-03-10,San Juan
2815,capacitador,59.6,bachillerato,2024-05-25,Ocotlan
2816,analista,53.7,primaria,2024-03-04,Puerto Escondido
2817,representante comercial,87.7,tecnico,2024-04-23,Ocotlan
2818,enfermero,73.7,secundaria,2024-12-25,Pochutla
2819,arquitecto,67.2,doctorado,2024-08-12,Etla
2820,enfermero,71.2,lic.incompleta,2024-11-01,Santa Catarina
2821,cocinero,85.8,secundaria,2024-05-11,Santiago
2822,abogado,50.8,especialidad,2024-11-09,juarez
2823,arquitecto,86.2,especialidad,2024-10-18,Huatulco
2824,plomero,89.9,tecnico,2024-05-18,Huatulco
2825,asistente administrativo,58.2,doctorado,2024-07-24,juarez
2826,ejecutivo de ventas,77.2,primaria,2024-01-29,Xoxocotlan
2827,psicólogo,40.3,maestria,2024-10-25,Ixtlan
2828,técnico en telecomunicaciones,81.0,especialidad,2024-07-29,Tlacolula
2829,psicólogo,78.4,secundaria,2024-09-05,Salina Cruz
2830,diseñador grafico,69.4,secundaria,2024-03-15,Huajuapan
2831,asistente administrativo,76.6,especialidad,2024-08-18,Macuiltianguis
2832,analista,49.9,doctorado,2024-07-19,San Pablo Etla
2833,vendedor,76.9,prof.univ.,2024-07-20,Ixtlan
2834,contador,90.3,secundaria,2024-12-25,Puerto Escondido
2835,representante comercial,60.1,tecnico,2024-09-02,Macuiltianguis
2836,arquitecto,77.3,especialidad,2024-02-27,Tututepec
2837,ejecutivo de ventas,89.0,especialidad,2024-04-21,Santiago
2838,dentista,87.5,maestria,2024-08-18,Santa Catarina
2839,representante comercial,48.1,tecnico,2024-12-14,Huajuapan
2840,coordinador,59.4,maestria,2024-07-20,Xoxocotlan
2841,vendedor,52.0,maestria,2024-08-27,Pochutla
2842,arquitecto,69.6,especialidad,2024-08-27,Macuiltianguis
2843,diseñador grafico,88.1,maestria,2024-07-19,Huajuapan
2844,ejecutivo de ventas,58.4,bachillerato,2024-11-20,Puerto Escondido
2845,coordinador,41.3,prof.univ.,2024-05-06,Crucecita
2846,gerente,58.9,lic.incompleta,2024-01-17,Salina Cruz
2847,electricista,78.4,maestria,2024-05-01,Tlacolula
2848,ejecutivo de ventas,73.1,maestria,2024-06-05,Salina Cruz
2849,plomero,50.5,licenciatura completa,2024-01-15,oaxaca capital
2850,asistente administrativo,53.3,lic.incompleta,2024-02-28,San Juan
2851,ejecutivo de ventas,94.4,maestria,2024-11-20,Lachixio
2852,gerente,47.6,especialidad,2024-12-22,Huajuapan
2853,arquitecto,85.6,prof.univ.,2024-06-03,Tututepec
2854,psicólogo,45.7,lic.incompleta,2024-09-24,Santiago
2855,técnico en electrónica,91.3,lic.incompleta,2024-01-04,Ocotlan
2856,profesor,58.0,prof.univ.,2024-12-11,Crucecita
2857,maestro de obra,62.9,prof.univ.,2024-07-25,Xoxocotlan
2858,camarero,90.6,licenciatura completa,2024-05-06,Pochutla
2859,ingeniero de sistemas,70.5,prof.univ.,2024-04-22,oaxaca capital
2860,chef,67.9,tecnico,2024-12-13,Etla
2861,contador,52.2,secundaria,2024-07-04,Ocotlan
2862,maestro de obra,63.2,especialidad,2024-06-19,Xoxocotlan
2863,técnico en telecomunicaciones,83.1,prof.univ.,2024-05-13,San Pablo Etla
2864,técnico en telecomunicaciones,44.0,licenciatura completa,2024-08-11,San Juan
2865,técnico de mantenimiento,93.1,primaria,2024-02-20,Salina Cruz
2866,cocinero,71.7,doctorado,2024-04-15,Pochutla
2867,diseñador grafico,50.2,tecnico,2024-11-25,Ixtlan
2868,técnico de mantenimiento,45.4,maestria,2024-01-16,San Juan
2869,académico,75.9,doctorado,2024-10-17,Ocotlan
2870,técnico de mantenimiento,45.8,tecnico,2024-08-05,oaxaca capital
2871,diseñador grafico,60.4,primaria,2024-08-15,Ocotlan
2872,diseñador grafico,88.1,doctorado,2024-07-17,Santiago
2873,contador,85.9,licenciatura completa,2024-03-23,Ixtlan
2874,carpintero,71.6,especialidad,2024-05-23,Ixtlan
2875,electricista,72.2,licenciatura completa,2024-02-25,Crucecita
2876,técnico en telecomunicaciones,80.7,bachillerato,2024-10-23,Huatulco
2877,coordinador,86.7,maestria,2024-07-15,Lachixio
2878,tec. en electricidad,90.4,tecnico,2024-04-25,Santiago
2879,técnico de mantenimiento,75.2,especialidad,2024-11-09,Puerto Escondido
2880,enfermero,82.7,licenciatura completa,2024-08-08,Macuiltianguis
2881,pintor,90.0,licenciatura completa,2024-01-02,Santiago
2882,arquitecto,66.8,lic.incompleta,2024-11-28,Macuiltianguis
2883,mecanico,49.5,tecnico,2024-03-08,Xoxocotlan
2884,ejecutivo de ventas,86.0,bachillerato,2024-10-11,Xoxocotlan
2885,pintor,73.8,especialidad,2024-11-13,Santa Catarina
2886,camarero,73.4,lic.incompleta,2024-08-18,Salina Cruz
2887,contador,66.9,bachillerato,2024-04-03,Ocotlan
2888,tec. en electricidad,93.0,bachillerato,2024-08-10,San Juan
2889,consultor,71.5,primaria,2024-01-08,Huajuapan
2890,cocinero,68.8,doctorado,2024-06-16,Puerto Escondido
2891,técnico en electrónica,55.4,especialidad,2024-08-09,Salina Cruz
2892,economista,67.4,bachillerato,2024-06-13,Lachixio
2893,capacitador,42.5,doctorado,2024-04-22,Tututepec
2894,psicólogo,64.2,licenciatura completa,2024-08-19,San Juan
2895,técnico en electrónica,53.8,primaria,2024-05-09,Pochutla
2896,vendedor,70.5,lic.incompleta,2024-12-04,Huatulco
2897,programador,49.4,doctorado,2024-03-13,Ixtlan
2898,mecanico,86.6,doctorado,2024-03-15,Huajuapan
2899,cocinero,67.9,bachillerato,2024-03-30,Macuiltianguis
2900,investigador,59.8,prof.univ.,2024-08-05,Xoxocotlan
2901,jardinero,79.3,primaria,2024-11-14,Salina Cruz
2902,camarero,66.1,maestria,2024-09-15,Etla
2903,chef,81.8,prof.univ.,2024-08-05,Puerto Escondido
2904,técnico de mantenimiento,49.3,tecnico,2024-01-20,Pochutla
2905,supervisor,79.2,tecnico,2024-09-15,Puerto Escondido
2906,arquitecto,75.8,secundaria,2024-05-08,Puerto Escondido
2907,chef,88.1,prof.univ.,2024-05-28,Etla
2908,técnico en telecomunicaciones,52.8,licenciatura completa,2024-09-24,Macuiltianguis
2909,transportista,61.7,licenciatura completa,2024-06-28,Salina Cruz
2910,jardinero,44.4,licenciatura completa,2024-02-08,Lachixio
2911,auditor,81.9,lic.incompleta,2024-06-22,oaxaca capital
2912,plomero,79.6,secundaria,2024-11-02,Tlacolula
2913,representante comercial,68.9,bachillerato,2024-09-26,Etla
2914,dentista,65.7,licenciatura completa,2024-11-14,Huajuapan
2915,programador,79.0,primaria,2024-12-04,Ixtlan
2916,contador,42.6,maestria,2024-06-21,Xoxocotlan
2917,plomero,77.1,especialidad,2024-01-09,Ocotlan
2918,auditor,58.8,bachillerato,2024-11-30,Lachixio
2919,plomero,42.9,doctorado,2024-01-12,Ocotlan
2920,capacitador,66.7,especialidad,2024-03-03,Xoxocotlan
2921,dentista,55.1,bachillerato,2024-03-24,Tututepec
2922,ingeniero de sistemas,91.4,primaria,2024-03-14,Tututepec
2923,profesor,61.7,licenciatura completa,2024-12-21,Tlacolula
2924,electricista,50.0,bachillerato,2024-04-02,Etla
2925,docente,46.7,lic.incompleta,2024-01-12,Crucecita
2926,soldador,67.9,bachillerato,2024-10-29,Ixtlan
2927,enfermero,81.5,lic.incompleta,2024-06-19,Etla
2928,capacitador,70.7,licenciatura completa,2024-09-10,Ixtlan
2929,jardinero,59.3,licenciatura completa,2024-06-20,Huatulco
2930,técnico de mantenimiento,43.0,prof.univ.,2024-10-23,Tlacolula
2931,tec. en electricidad,77.4,maestria,2024-05-16,Salina Cruz
2932,ingeniero de sistemas,53.8,tecnico,2024-07-04,Pochutla
2933,electricista,69.7,primaria,2024-01-29,Pochutla
2934,psicólogo,83.0,bachillerato,2024-04-13,Salina Cruz
2935,contador,83.4,licenciatura completa,2024-12-18,Pochutla
2936,capacitador,44.2,licenciatura completa,2024-10-07,Salina Cruz
2937,pintor,56.9,secundaria,2024-04-16,Crucecita
2938,auditor,55.7,licenciatura completa,2024-04-12,Santiago
2939,asistente administrativo,66.8,prof.univ.,2024-12-17,Tututepec
2940,arquitecto,93.3,tecnico,2024-01-23,Salina Cruz
2941,analista,83.0,primaria,2024-07-05,juarez
2942,mecanico,55.4,maestria,2024-03-18,Crucecita
2943,economista,49.9,doctorado,2024-09-17,Salina Cruz
2944,maestro de obra,84.1,bachillerato,2024-03-08,Salina Cruz
2945,psicólogo,64.2,secundaria,2024-11-29,San Pablo Etla
2946,capacitador,46.1,primaria,2024-01-28,Tlacolula
2947,transportista,46.6,tecnico,2024-05-03,Salina Cruz
2948,profesor,42.9,doctorado,2024-01-22,oaxaca capital
2949,contador,88.7,primaria,2024-07-28,San Juan
2950,diseñador grafico,62.7,maestria,2024-04-30,Pochutla
2951,docente,79.7,lic.incompleta,2024-07-05,Huatulco
2952,psicólogo,60.0,maestria,2024-07-25,Santiago
2953,economista,43.8,prof.univ.,2024-12-04,Macuiltianguis
2954,conductor,81.8,licenciatura completa,2024-11-26,oaxaca capital
2955,coordinador,94.6,maestria,2024-09-01,San Pablo Etla
2956,técnico en telecomunicaciones,59.1,primaria,2024-08-22,San Juan
2957,dentista,41.5,bachillerato,2024-09-11,Crucecita
2958,profesor,64.2,doctorado,2024-09-22,Huajuapan
2959,capacitador,46.2,doctorado,2024-02-12,Xoxocotlan
2960,jardinero,52.0,bachillerato,2024-02-06,juarez
2961,coordinador,50.0,especialidad,2024-10-13,Huatulco
2962,maestro de obra,49.9,bachillerato,2024-10-15,San Pablo Etla
2963,camarero,50.8,especialidad,2024-05-13,Santa Catarina
2964,académico,47.3,secundaria,2024-05-11,oaxaca capital
2965,asistente administrativo,48.6,tecnico,2024-09-01,Pochutla
2966,investigador,51.3,doctorado,2024-08-09,San Pablo Etla
2967,ejecutivo de ventas,82.6,bachillerato,2024-10-03,Huatulco
2968,camarero,82.3,especialidad,2024-09-11,Tlacolula
2969,arquitecto,40.0,doctorado,2024-05-21,juarez
2970,ingeniero de sistemas,78.8,maestria,2024-11-27,oaxaca capital
2971,guardia de seguridad,43.1,prof.univ.,2024-04-24,oaxaca capital
2972,cocinero,70.8,licenciatura completa,2024-08-09,juarez
2973,académico,80.7,doctorado,2024-06-01,Crucecita
2974,abogado,92.2,doctorado,2024-09-09,Ixtlan
2975,representante comercial,71.1,secundaria,2024-02-11,Santa Catarina
2976,gerente,93.6,especialidad,2024-10-12,Tlacolula
2977,profesor,47.0,secundaria,2024-11-07,Santiago
2978,electricista,80.5,maestria,2024-12-26,San Juan
2979,vendedor,74.7,maestria,2024-10-16,Tlacolula
2980,tec. en electricidad,63.2,licenciatura completa,2024-12-01,Santa Catarina
2981,auditor,92.9,especialidad,2024-01-30,Pochutla
2982,soldador,94.4,maestria,2024-02-04,Tututepec
2983,diseñador grafico,62.2,tecnico,2024-11-09,Macuiltianguis
2984,capacitador,51.0,lic.incompleta,2024-06-08,Crucecita
2985,cocinero,75.9,tecnico,2024-08-15,Salina Cruz
2986,camarero,78.8,lic.incompleta,2024-01-22,Lachixio
2987,camarero,66.9,lic.incompleta,2024-09-19,Tututepec
2988,plomero,94.8,doctorado,2024-03-02,Ixtlan
2989,técnico de mantenimiento,47.4,prof.univ.,2024-07-14,Santiago
2990,ingeniero de sistemas,59.9,doctorado,2024-02-22,Crucecita
2991,contador,55.9,maestria,2024-01-29,Macuiltianguis
2992,contador,41.0,doctorado,2024-07-22,Salina Cruz
2993,tec. en electricidad,67.6,doctorado,2024-02-10,Huajuapan
2994,ejecutivo de ventas,50.9,bachillerato,2024-02-10,Pochutla
2995,plomero,45.1,especialidad,2024-01-24,Santiago
2996,representante comercial,64.6,bachillerato,2024-07-07,Ocotlan
2997,profesor,64.6,primaria,2024-02-21,Tututepec
2998,dentista,68.8,bachillerato,2024-11-30,Ixtlan
2999,dentista,67.7,maestria,2024-04-25,juarez
3000,conductor,42.9,prof.univ.,2024-02-03,Puerto Escondido
3001,ejecutivo de ventas,55.7,bachillerato,2024-07-27,Tututepec
3002,chef,90.6,lic.incompleta,2024-08-13,Xoxocotlan
3003,maestro de obra,69.2,tecnico,2024-01-24,Macuiltianguis
3004,maestro de obra,87.8,primaria,2024-08-04,juarez
3005,investigador,63.6,licenciatura completa,2024-03-06,Lachixio
3006,camarero,48.0,especialidad,2024-10-13,Lachixio
3007,asistente administrativo,53.4,doctorado,2024-02-05,Santa Catarina
3008,guardia de seguridad,68.7,lic.incompleta,2024-12-10,Pochutla
3009,psicólogo,77.7,licenciatura completa,2024-05-20,Huatulco
3010,maestro de obra,91.5,primaria,2024-04-16,San Juan
3011,guardia de seguridad,80.0,especialidad,2024-12-13,Etla
3012,electricista,41.4,maestria,2024-03-06,Crucecita
3013,dentista,67.6,especialidad,2024-05-06,San Juan
3014,coordinador,90.5,bachillerato,2024-12-18,juarez
3015,contador,51.9,lic.incompleta,2024-03-16,oaxaca capital
3016,técnico en telecomunicaciones,92.1,tecnico,2024-12-31,Tlacolula
3017,técnico de mantenimiento,76.8,lic.incompleta,2024-12-24,Xoxocotlan
3018,académico,69.6,bachillerato,2024-07-03,Ocotlan
3019,transportista,61.7,lic.incompleta,2024-04-04,Xoxocotlan
3020,diseñador grafico,54.2,secundaria,2024-03-11,Ocotlan
